Gene1,Gene2,PartialCor
LOC202781,OCIAD1,0.41495
LOC255167,LOC399900,3e-05
LOC255167,LOC642947,9e-05
LOC255167,LOC644642,0.07089
LOC284821,SC4MOL,0.23113
LOC284821,SMAP1,-0.18785
LOC284821,TBC1D9,-0.1487
LOC399900,LOC401357,-0.06325
LOC399900,LOC441087,0.35678
LOC399900,LOC641522,-0.17451
LOC401357,LOC728457,0.30277
LOC401357,NBPF8,-0.10397
LOC440157,PCDHB9,0.20891
LOC441087,LOC643509,0.14431
LOC441087,LOC728903,0.14623
LOC641522,LOC643509,-0.11986
LOC641522,LOC644019,0.09091
LOC641522,LOC644642,0.09527
LOC641522,LOC646996,0.12085
LOC642947,LOC643509,0.22325
LOC642947,LOC646996,0.24946
LOC643509,LOC644852,0.10166
LOC643509,LOC645895,0.50205
LOC643882,LOC644852,0.18681
LOC643882,PCDHB9,0.18268
LOC644019,LOC727773,0.13679
LOC644019,MCF2L2,0.17299
LOC644642,POLR3A,-0.25114
LOC644642,PTPLAD2,0.14154
LOC644852,LOC646897,0.11214
LOC644852,LOC728105,0.20077
LOC644852,LOC729439,-0.10883
LOC644852,TBC1D9,-0.13136
LOC645895,LOC729090,0.39875
LOC645895,LOC729439,0.30561
LOC646996,LOC653086,0.22757
LOC646996,LOC728105,0.08059
LOC653086,LOC728903,0.11848
LOC653086,LOC90586,0.2361
LOC653086,LRRFIP1,-0.22438
LOC653086,NDUFV3,0.16043
LOC728105,LOC731789,0.16333
LOC728457,NBPF8,0.11916
LOC728457,PION,0.20573
LOC728457,TNK2,0.16099
LOC728903,LOC730313,0.21171
LOC728903,LRRFIP1,0.18928
LOC728903,RN7SL1,-0.09504
LOC729090,LOC730313,0.33376
LOC729439,MGC16703,0.10824
LOC729439,MSH3,0.44115
LOC729439,PPM1K,-0.07597
LOC729603,LOC730313,0.23906
LOC729603,MCM8,0.11013
LOC730313,LOC90586,0.3797
LOC730313,LRAP,0.36871
LOC731789,LOC90586,0.12266
LOC731789,MGC12760,0.1814
LOC731789,PCDHB9,0.07059
LOC731789,SMCR5,0.17038
LOC731789,SPINT3,0.19684
LOC90586,LOC93349,-0.05882
LOC90586,MBD4,0.2065
LOC90586,MCM8,0.10776
LRAP,LRRFIP1,0.3167
LRRFIP1,MAFF,0.0631
LRRFIP1,MBOAT2,0.04067
LYRM7,NDUFV3,0.10939
LYRM7,OSCAR,-0.11177
LYRM7,POLR3A,0.21255
LYZ,MAFF,-0.173
LYZ,MEFV,0.05643
LYZ,MINK1,-0.11974
LYZ,NCAPD2,-0.05723
LYZ,PHRF1,-0.0412
LYZ,RAG1AP1,-0.2078
LYZ,SNRNP48,-0.06604
LYZ,TBCCD1,-0.05881
MAFF,PHAX,0.1346
MBD4,MBOAT2,0.17942
MBD4,MCF2L2,-0.07056
MBD4,MFSD11,0.36297
MBD4,SMAP1,0.13523
MBD4,STAG3L3,0.10148
MBD4,TP53BP2,0.04236
MBTD1,PHAX,0.12304
MCF2L2,MEFV,0.09963
MCF2L2,NDUFC2,0.10838
MCM8,MFSD11,0.07209
MCM8,NBPF8,0.00017
MCM8,PDE4C,0.49696
MCM8,TLK1,-0.03725
MFSD11,MGC16703,0.10782
MFSD11,MTMR12,-0.16977
MFSD11,PHRF1,-0.12916
MFSD11,SLC35E3,0.19131
MGC16703,MSH3,0.44578
MSH3,NDUFC2,-0.03154
MSH3,PDCD7,0.19387
MSH3,PHAX,-0.02443
MSH3,RN7SL1,0.33935
MT1G,SLAMF7,0.21101
NBPF8,NOD1,-0.07984
NBPF8,OCIAD1,0.10417
NBPF8,PION,0.142
NBPF8,PTPLAD2,0.13827
NBPF8,STAG3L3,-0.10853
NBPF8,TLK1,-0.07933
NBPF8,UBE2E2,-0.12954
NCAPD2,NLRP3,0.13952
NCAPD2,RELB,0.18398
NCAPD2,SGK3,0.19443
NDUFV3,OCIAD1,-0.08903
NDUFV3,POFUT1,-0.24747
NDUFV3,PRIM2,0.03033
NDUFV3,PTPLAD2,0.0715
NDUFV3,SLC4A5,0.13674
NFIL3,NUP107,-0.19672
NFIL3,PHRF1,-0.11153
NFIL3,SLC3A2,0.27639
NFIL3,SNX17,-0.16959
NFIL3,TNFRSF10B,0.15429
NFIL3,YRDC,0.163
NFIL3,ZNF845,-0.20935
NLRP3,OCIAD1,-0.07037
NLRP3,SORL1,0.10227
NLRP3,UBE2E2,-0.1884
NLRP3,ZNF845,0.11461
NOD1,SLC35E3,-0.12917
NOD1,SMC4,0.14726
NOD1,STAG3L3,0.15965
NOD1,TNK2,0.2912
NOD1,TRIM56,0.19669
NOD1,VHL,-0.15376
NUP107,PION,0.00191
NUP107,SMC4,0.25311
NUP107,TMBIM4,0.14631
NUP107,UBE2E2,0.1973
OCIAD1,PACRGL,0.09697
OCIAD1,PCDHB9,0.06701
OCIAD1,PDCD7,0.18681
OCIAD1,PDE4C,0.21638
OSCAR,PHRF1,0.18011
OSCAR,RELB,0.19398
OSCAR,ZYX,0.17262
PCDHB9,PCYOX1,0.07873
PCDHB9,PHRF1,-0.0721
PCDHB9,PLA2G2D,0.12904
PCDHB9,RAB27A,-0.19349
PCDHB9,RHBDL2,0.19474
PCYOX1,PLEKHB2,0.16737
PCYOX1,SGK3,0.16092
PDCD7,RN7SL1,0.26442
PDE4C,PIP5K2B,0.15768
PHAX,RASSF6,0.07708
PHAX,TNFSF15,0.29028
PHF1,RELB,0.34533
PHF1,TNFSF14,-0.09875
PHF1,UBE2E2,-0.04511
PHF1,VHL,-0.23497
PHF1,YRDC,0.14467
PHF1,ZYX,0.14246
PHRF1,POLR3A,0.17555
PHRF1,STAG3L3,-0.15282
PHRF1,STK24,-0.13793
PHRF1,TLK1,-0.20302
PHRF1,TNFSF14,0.06737
PHRF1,TNK2,0.18734
PHRF1,VHL,-0.1116
PHRF1,ZNF777,0.18415
PHRF1,ZNF845,0.25641
PIP5K2B,PLA2G2D,0.21175
PIP5K2B,PLIN5,0.19736
PIP5K2B,PNPT1,0.18928
PIP5K2B,PPA2,0.40556
PLA2G2D,PLXNA4,0.18293
PLA2G2D,SMCR5,0.27468
PLEKHB2,PLIN5,0.11664
PLEKHB2,PNPT1,0.20894
PLEKHB2,PPA2,-0.08715
PLEKHB2,QRFPR,0.12616
PLEKHB2,RAB27A,0.26018
PNPT1,TMEM106A,0.34809
POFUT1,PPA2,0.20275
POFUT1,PPFIBP1,-0.11466
POFUT1,PPID,-0.12848
POLR3A,PPA2,0.10853
POLR3A,SULT1A1,0.21613
PPA2,PPM1K,0.10014
PPA2,PRO1853,0.09439
PPA2,PTPLAD2,0.21797
PPA2,RPL7L1,0.08794
PPA2,SORL1,0.06609
PPA2,ZNF786,0.31724
PPFIBP1,PPID,0.16678
PPFIBP1,PPIL3,0.17342
PPID,PRIM2,0.05718
PPID,RPL7L1,0.0638
PPID,SC4MOL,0.05177
PPID,SNX15,0.18204
PPID,TMEM159,0.38574
PPM1K,QRFPR,0.12632
PPM1K,SEMA3E,0.12664
PRIM2,PTPLAD2,0.06957
PRIM2,SLC30A6,0.12756
PRIM2,SLC35E3,0.07505
PRIM2,SNHG10,0.37325
PRIM2,UBE2E2,-0.07886
PRIM2,ZNF266,0.46208
PRO1853,QRFPR,0.19987
PRPF8,RAB3IP,-0.21971
PRPF8,SORL1,0.1751
PRPF8,TBC1D15,-0.18038
PRPF8,TPM4,-0.07568
PRPF8,UBE2E2,-0.1364
PRPF8,ZYX,0.14496
PTPLAD2,QRFPR,0.06935
PTPLAD2,SMCR5,0.10186
PTPLAD2,SNHG10,0.06625
PTPLAD2,SNORD3C,-0.14557
PTPLAD2,SNORD3D,0.08564
PTPLAD2,STAG3L3,-0.0589
PTPLAD2,VPS41,0.18357
QRFPR,RAB27A,0.07122
QRFPR,RASSF6,0.18634
QRFPR,RHBDL2,0.20699
RAB27A,SEMA3E,0.22677
RAB27A,SMCR5,-0.05901
RAG1AP1,SEMA3E,0.20648
RELB,SLC3A2,0.10169
RELB,TIPRL,0.09059
RELB,TMBIM4,-0.16152
RELB,TNFSF14,-0.08037
RELB,ZHX2,-3e-04
RHBDL2,RPL7L1,0.15028
RHBDL2,SMCR5,0.06501
RINL,SSSCA1,0.07514
RN7SL1,RPL7L1,0.10213
RN7SL1,RRP7B,0.19471
RPL7L1,SGK3,0.12606
RPL7L1,SLC4A5,0.20598
RRP7B,SNHG10,-0.07321
RRP7B,TNFRSF10B,-0.06021
RSU1,SC4MOL,-0.16915
SC4MOL,TBC1D15,-0.15948
SC4MOL,TLK1,-0.18139
SEMA3E,TDRD1,0.20804
SEMA3E,TNFSF15,0.14185
SEMA3E,TPM3,0.09301
SEMA3E,XRCC2,0.2208
SEMA3E,ZNF430,-0.04438
SGK3,SLC35E3,0.09394
SGK3,TPM4,0.14053
SGK3,VHL,0.14675
SGK3,ZNF483,-0.11751
SGK3,ZNF652,0.1199
SLC30A6,TBCCD1,0.28958
SLC35E3,SMAP1,0.14667
SLC35E3,SNX17,-0.07124
SLC35E3,STAG3L3,0.15558
SLC35E3,TBC1D15,0.212
SLC35E3,VHL,0.13077
SLC3A2,SNX17,0.19396
SLC3A2,SSSCA1,0.2345
SLC3A2,TIPRL,-0.1045
SLC3A2,WNT5A,-0.03286
SLC47A1,SMAP1,0.1129
SLC4A5,SMCR5,4e-05
SLC4A5,SPC24,0.08718
SLC4A5,TNFSF14,0.12633
SLC4A5,YEATS4,-0.15519
SLC4A5,ZNF701,-0.0585
SMAP1,STK24,0.0829
SMAP1,TNFSF14,-0.13099
SMC4,SNX17,-0.13482
SMC4,TBC1D15,0.24618
SMC4,TBC1D9,0.10617
SMC4,TLK1,0.11857
SMCR5,SULT1A1,0.0685
SMCR5,ZNF669,0.21756
SMCR5,ZNF786,0.11776
SNHG10,SNX15,0.11335
SNHG10,TP53BP2,0.3306
SNORD114-7,ZNF131,0.26189
SNORD3A,SNORD3C,0.77523
SNORD3A,SNORD3D,0.47517
SNORD3A,TIPRL,-0.09943
SNORD3D,STAG3L3,-0.11462
SNORD3D,TBC1D9,0.06746
SNRNP48,SPTLC1,-0.02516
SNRNP48,SULT1A1,-0.07923
SNRNP48,TPM3,0.08147
SNRNP48,TRIM34,0.25603
SNRNP48,ZNF266,0.58274
SNX15,SPINT3,-0.08416
SNX15,SPTLC1,-0.08104
SNX15,SSSCA1,0.24625
SNX15,TNFRSF10B,0.17754
SNX15,TNK2,-0.09541
SNX15,ZNF266,-0.08741
SNX17,TBC1D9,-0.05997
SNX17,TNK2,0.18911
SNX17,ZYX,0.35261
SORL1,SPINK1,-0.00016
SPTLC1,TMEM106A,0.1663
SPTLC1,TMEM17,0.20766
SPTLC1,USP49,0.47018
SSSCA1,TBC1D9,-0.08613
SSSCA1,ZNF701,-0.15586
STAG3L3,TNK2,1e-05
STAG3L3,VHL,6e-05
STAG3L3,ZNF786,0.21607
STK24,TMBIM4,0.28548
TAF13,TPM4,0.06094
TBC1D9,TIPRL,0.21252
TBC1D9,TLK1,0.148
TBC1D9,TNFRSF10B,0.20138
TBC1D9,TNFSF14,0.09017
TBC1D9,YEATS4,0.14782
TBC1D9,ZNF845,0.08889
TDRD1,TMEM106A,0.13411
TDRD1,TMEM17,0.08135
TIPRL,TLK1,0.15735
TIPRL,VHL,-0.17347
TLK1,YEATS4,0.21595
TMBIM4,ZNF777,-0.11726
TMEM106A,YEATS4,-0.1229
TMEM128,TMEM159,0.0608
TMEM128,TMEM17,-0.12528
TMEM128,YEATS4,-0.10178
TMEM159,TMEM17,-0.1524
TMEM159,TPM4,-0.19227
TMEM159,USP49,0.13576
TMEM17,TNFRSF10B,-0.07614
TNFRSF10B,VHL,-0.0853
TNFRSF10B,ZNF845,0.0873
TNFSF14,VPS41,0.19165
TNK2,TRIM56,7e-05
TP53BP2,TRIM16L,0.30099
TP53BP2,YEATS4,0.16865
TP53BP2,ZNF777,-0.06673
TPM3,TRIM16L,0.35447
TPM4,VHL,0.06436
TRIM16L,TRIM34,0.20867
TRIM16L,USP49,-0.06155
TRIM16L,VHL,-0.10124
TRIM34,ZC3HAV1L,0.19301
TRIM56,UBE2E2,-0.23195
TRIM56,USP49,0.08208
TTC21B,USP49,-5e-05
UBE2E2,USP49,-0.10773
USP49,VPS41,0.08325
USP49,YEATS4,0.21142
USP49,YRDC,0.11095
USP49,ZNF738,0.45985
VHL,XRCC2,0.09782
VPS41,WDR74,0.21411
VPS41,ZNF430,0.06819
VPS41,ZNF765,0.16817
WDR74,XRCC2,0.13275
XRCC2,YRDC,0.30197
XRCC2,ZNF483,0.40806
YRDC,ZNF14,0.34956
ZMAT3,ZNF394,0.42742
ZMAT3,ZNF786,-0.21095
ZNF131,ZYX,-0.09765
ZNF14,ZNF394,0.28901
ZNF14,ZNF430,0.06647
ZNF394,ZNF69,0.24583
ZNF394,ZNF765,-0.16584
ZNF394,ZNF786,0.06728
ZNF430,ZNF483,0.08423
ZNF430,ZNF652,0.29885
ZNF430,ZNF786,0.10798
ZNF483,ZNF557,0.01503
ZNF483,ZNF669,0.11746
ZNF483,ZNF69,0.22467
ZNF557,ZNF682,0.10001
ZNF557,ZNF701,0.16465
ZNF652,ZNF682,0.25013
ZNF652,ZNF845,-0.04402
ZNF682,ZNF69,0.18873
ZNF69,ZNF738,0.11804
ZNF701,ZNF845,0.50421
ZNF738,ZNF786,0.23795
ZNF763,ZNF845,0.08655
ZNF765,ZNF777,0.12987
