Gene1,Gene2,PartialCor
HIST1H2BD,MT1G,0.22102
HIST1H2BD,NLRP3,0.1899
HIST1H2BD,PHF1,0.11349
HIST1H2BD,PHLDB3,0.12968
HIST1H2BD,PION,-0.10068
HIST1H2BD,PRPF8,-0.16547
HIST1H2BD,YEATS4,0.07915
HNRNPU,HSPC268,0.04862
HNRNPU,KIAA0101,-0.05867
HNRNPU,ZNF483,0.39853
HNRPR,NBPF8,0.2953
HNRPR,NFIL3,-0.13955
HNRPR,PHF1,-0.06485
HNRPR,PHLDB3,0.08043
HNRPR,SGK3,0.29957
HNRPR,TPM4,0.13784
HNRPR,WDR48,0.1924
HSBP1,HSPC268,-0.07449
HSBP1,JARID2,-0.12917
HSBP1,LOC100130229,0.15628
HSBP1,SC4MOL,-0.10848
HSBP1,TMEM128,0.16005
HSBP1,TRIM56,0.10052
HSBP1,UBE2E2,0.0988
HSBP1,ZNF845,0.15126
HSD17B7,HSPC268,0.09699
HSD17B7,ICA1,0.14521
HSD17B7,LOC100130053,0.20158
HSPC268,ICMT,-2e-05
HSPC268,IMPDH1,-0.03873
HSPC268,KCNH6,0.22827
HSPC268,LOC100130835,0.24798
ICA1,ICMT,-0.04295
ICA1,IL10,-0.0831
ICA1,ITIH5,0.10352
ICA1,LILRB3,0.16453
ICA1,LOC440157,0.14046
ICA1,LOC729090,-0.072
ICA1,SLC4A5,0.43571
ICMT,KLHL8,0.26954
ICMT,LOC641522,0.06065
ICMT,MTMR12,0.13312
ICMT,SNX17,0.08218
ICMT,THRA,0.2502
ICMT,UBE2E2,0.27473
ICMT,VHL,-0.14659
IER3,IL10,0.14413
IER3,MTMR12,0.12184
IER3,PPIL3,0.16484
IER3,RRP7B,0.09447
IER3,SLC3A2,0.17543
IFT88,PHF1,0.28755
IFT88,PION,0.16527
IFT88,STK24,0.19148
IL10,IL18,0.18153
IL10,LOC643509,0.12785
IL10,LYRM7,-0.12064
IL10,RAB3IP,0.09914
IL10,SORL1,0.1664
IL10,ZHX2,0.08963
IL10,ZNF652,0.10563
IL12RB1,MEFV,0.22265
IL12RB1,RINL,0.1767
IL18,KCNH6,0.14222
IL18,LOC100130053,0.20299
IL18,LOC100130835,-0.09112
IL18,SLC47A1,-0.19509
IL18,TMBIM4,-0.22478
IL32,ITK,0.16266
IMPACT,TRIM34,0.20563
IMPDH1,LOC644642,0.1504
IMPDH1,LYRM7,-0.10661
IMPDH1,NBPF8,-0.12018
IMPDH1,NLRP3,0.0959
IMPDH1,PRPF8,0.1246
IMPDH1,SLAMF7,-0.08033
IMPDH1,SMC4,-0.13281
IMPDH1,TMBIM4,0.13949
IMPDH1,YEATS4,-0.14919
IMPDH1,ZYX,0.17849
ISG20L2,MAFF,0.17261
ISG20L2,MRP63,0.10795
ISG20L2,SGK3,0.17238
ISG20L2,SORL1,0.14157
ITIH5,LILRB3,0.09156
ITK,KIR2DL3,0.09926
ITK,LEF1,0.65871
ITK,LOC284821,0.15086
ITK,RINL,0.16047
ITK,SLAMF6,0.23055
ITK,TNK2,0.06529
JARID2,PRPF8,0.14536
JARID2,RINL,-0.10622
JARID2,TBC1D9,-0.13826
KCNH6,KIAA0101,0.21372
KCNH6,KIAA1751,0.20758
KCNMB4,LEF1,-0.12011
KCNMB4,MEFV,0.16342
KCNMB4,NUP107,-0.21585
KCNMB4,PGA3,0.18421
KCNMB4,PION,0.10483
KCNMB4,SLAMF6,0.20596
KCNMB4,YRDC,-0.19817
KCNMB4,ZNF777,-0.17755
KIAA0101,KLHL8,0.02026
KIAA0101,LGALS3,-0.09205
KIAA0101,LILRB3,0.10762
KIAA0101,LOC646996,-0.11781
KIAA0101,MGC16703,0.12776
KIAA0101,PDCD7,0.08988
KIAA1751,LGALS3,0.11209
KIAA1751,LOC641522,0.07209
KIAA1751,SLC47A1,0.12106
KILLIN,LGMN,0.13532
KILLIN,LMOD3,-0.1174
KILLIN,LOC100132540,0.12517
KILLIN,LOC100132727,0.16743
KILLIN,LOC641522,0.20343
KIR2DL3,LGALS3,-0.05023
KLHL28,LGALS3,0.06953
KLHL28,LMOD3,0.09914
KLHL28,LOC100130835,0.15536
KLHL28,LOC728903,0.23978
KLHL28,LYZ,-0.1212
KLHL8,MAFF,0.12185
KLHL8,NCAPD2,0.20069
KLHL8,TBC1D9,-0.20056
LEF1,OSCAR,-0.07264
LEMD3,SMC4,0.20366
LGALS3,LOC100128098,0.1767
LGALS3,LOC100130229,-0.09242
LGALS3,LOC255167,0.17093
LGALS3,LOC401357,-0.0984
LGALS3,LOC643882,0.15181
LGALS3,LOC729603,-0.2323
LGALS3,LOC730313,0.07912
LGALS3,LYZ,0.07145
LGALS3,NLRP3,-0.09351
LGALS3,OSCAR,-0.10693
LGALS3,PTPLAD2,0.1268
LGALS3,TBC1D9,0.12202
LGMN,LOC100132870,0.15333
LGMN,NT5DC3,0.12272
LILRB3,LIN52,0.10133
LILRB3,MCM8,0.22443
LILRB3,MINK1,0.29794
LILRB3,SSSCA1,-0.11698
LIN52,LOC100130229,0.11066
LIN52,ZNF131,-0.20824
LMOD3,LOC100128098,0.26526
LMOD3,LOC100128126,0.31268
LMOD3,LOC100128288,0.38304
LMOD3,LOC100130229,0.13308
LOC100128086,SLAMF7,-0.13352
LOC100128086,TBC1D15,0.06224
LOC100128098,LOC100129211,0.41288
LOC100128098,LYZ,0.06729
LOC100128126,LOC729090,-0.09383
LOC100128126,PHAX,0.28392
LOC100128288,LOC100129211,0.12026
LOC100128288,LOC100129269,0.29467
LOC100128460,LOC100129211,0.07846
LOC100128460,LOC100131452,0.18168
LOC100128460,LOC644642,0.21686
LOC100129211,LOC100129269,0.16659
LOC100129211,LOC100132585,0.39897
LOC100129269,LOC100130835,0.25484
LOC100130053,LOC100131452,0.12941
LOC100130053,LOC100132727,0.29554
LOC100130229,LOC644852,0.17271
LOC100130229,NBPF8,-0.0922
LOC100130229,SORL1,0.09468
LOC100130276,LOC100131452,0.17062
LOC100130276,LOC100132585,0.13098
LOC100130276,LOC440157,0.08764
LOC100130835,LOC100131850,0.03943
LOC100130835,LOC100132391,0.19312
LOC100130835,LOC100132727,-0.11585
LOC100130835,LOC728054,0.1567
LOC100130835,LRRFIP1,0.16062
LOC100131452,MBOAT2,0.24928
LOC100131850,PACRGL,0.22753
LOC100131850,SNORD3C,0.06218
LOC100132391,LOC100132540,-0.09932
LOC100132391,LOC100132585,0.28261
LOC100132391,LOC100190938,0.21954
LOC100132391,LOC440157,-0.11899
LOC100132540,LOC100132620,0.1302
LOC100132540,SLC30A6,0.20643
LOC100132540,TPM3,0.18589
LOC100132585,LOC100132727,0.13282
LOC100132585,LOC100134868,0.16347
LOC100132585,LOC123688,0.08722
LOC100132585,LOC728903,0.35516
LOC100132620,LOC100190938,-0.00375
LOC100132620,SNRNP48,0.33846
LOC100132727,LOC100134868,0.044
LOC100132727,LOC202781,0.08589
LOC100132870,ZC3HAV1L,0.14537
LOC100134229,MRP63,-0.12574
LOC100134229,TAF11,-0.13282
LOC100134868,LOC202781,0.28896
LOC100190938,LOC255167,0.46367
LOC123688,LOC641522,-0.05124
LOC123688,LOC644852,0.20313
LOC123688,PION,-0.11693
LOC123688,TTC21B,0.1251
LOC202781,LOC255167,0.23617
LOC255167,LOC399900,0.1298
LOC255167,LOC641522,0.06435
LOC255167,LOC642947,0.20364
LOC284821,LOC641522,0.06975
LOC284821,SLC35E3,-0.16542
LOC284821,USP49,-0.14796
LOC399900,LOC441087,0.22858
LOC399900,LOC641522,-0.06214
LOC399900,LOC643509,0.23179
LOC399900,LRAP,0.33978
LOC401357,LOC643509,0.08248
LOC401357,LOC728457,0.46691
LOC401357,SGK3,-0.09968
LOC440157,LOC642947,0.09572
LOC440157,LOC646996,0.09679
LOC440157,LOC729090,-0.1251
LOC440157,MBOAT2,0.14209
LOC440157,PCDHB9,0.17124
LOC440157,PHRF1,0.15054
LOC440157,TLK1,0.14547
LOC441087,LOC728903,0.06678
LOC441087,LRRFIP1,0.2095
LOC641522,LOC644019,0.18501
LOC641522,LOC728105,-0.08058
LOC641522,PPID,0.15152
LOC641522,TNFRSF10B,0.15593
LOC641522,TTC21B,-0.0905
LOC642947,LOC643509,0.08727
LOC642947,LOC643882,0.08188
LOC642947,LOC729603,0.22162
LOC643509,LOC645895,0.51744
LOC643882,LOC644642,0.18209
LOC643882,LOC644852,0.06648
LOC644019,LOC645895,-0.07589
LOC644019,MCF2L2,0.33037
LOC644019,MCM8,0.05116
LOC644019,TTC21B,0.2246
LOC644642,LRRFIP1,-0.13616
LOC644642,MEFV,0.13014
LOC644642,NCAPD2,0.08368
LOC644642,PTPLAD2,0.22051
LOC644642,RASSF6,0.24387
LOC644642,SPC24,0.15281
LOC644852,LOC646996,0.10375
LOC644852,LOC728105,0.0991
LOC644852,RHBDL2,0.38606
LOC645895,LOC646996,0.13073
LOC645895,LOC728054,-0.08022
LOC645895,LOC729090,0.26332
LOC645895,LOC729439,0.07403
LOC646897,LOC728105,0.16474
LOC646996,LOC653086,0.15093
LOC653086,LOC728105,0.11012
LOC653086,LOC728903,0.17407
LOC653086,LOC90586,0.35688
LOC653086,LRAP,-0.08667
LOC653086,LRRFIP1,-0.21567
LOC653086,LYZ,0.07126
LOC727773,LOC93349,0.14487
LOC727773,MCF2L2,0.22461
LOC728054,MCF2L2,0.11974
LOC728054,RRP7B,-0.13865
LOC728105,LOC728903,0.06373
LOC728105,LOC731789,0.10669
LOC728457,LOC729603,0.10738
LOC728457,NBPF8,0.07003
LOC728457,NLRP3,0.0927
LOC728457,NOD1,0.12405
LOC728457,PION,0.25954
LOC728457,PLEKHB2,-0.06999
LOC728457,TNK2,0.28004
LOC728903,LOC730313,0.15128
LOC728903,LRRFIP1,0.13607
LOC728903,MSH3,-0.05735
LOC729090,LOC729439,0.09738
LOC729090,LOC730313,0.35505
LOC729439,MBOAT2,-0.13366
LOC729439,MGC16703,0.22236
LOC729439,MSH3,0.37305
LOC729439,PRPF8,0.09612
LOC729603,OCIAD1,0.24003
LOC729603,RRP7B,-0.05066
LOC729603,TBC1D9,-0.12318
LOC730313,LOC90586,0.40564
LOC730313,LRAP,0.22987
LOC731789,LOC90586,0.05877
LOC731789,MGC12760,0.24063
LOC731789,PCDHB9,0.21287
LOC731789,SMCR5,0.17964
LOC90586,MBD4,0.25877
LOC93349,TMEM128,0.14981
LRAP,LRRFIP1,0.04185
LRAP,ZMAT3,0.54786
LRRFIP1,MAFF,0.24104
LRRFIP1,MBD4,0.07264
LRRFIP1,TP53BP2,0.06039
LYRM7,MAFF,0.23185
LYRM7,NDUFV3,0.17242
LYRM7,NOD1,-0.14384
LYZ,MAFF,-0.03654
LYZ,MBOAT2,-0.06618
LYZ,MINK1,-0.07349
LYZ,NDUFV3,0.11646
LYZ,SNRNP48,-0.18084
LYZ,TBCCD1,-0.09354
LYZ,TPM3,-0.10091
MAFF,NDUFV3,-0.1926
MAFF,PHAX,0.12301
MAFF,RELB,0.06701
MAFF,STAG3L3,-0.16226
MAFF,TLK1,0.2102
MBD4,MBOAT2,0.15695
MBD4,MBTD1,0.14847
MBD4,MCF2L2,-0.01748
MBD4,MFSD11,0.29192
MBD4,STAG3L3,0.13653
MBOAT2,MGC12760,0.10469
MBTD1,PHAX,0.17754
MBTD1,PION,-0.10065
MCF2L2,MEFV,0.00012
MCF2L2,NDUFC2,0.22339
MCF2L2,RELB,0.07002
MCM8,MGC16703,0.103
MCM8,NBPF8,0.10226
MCM8,PDE4C,0.54521
MCM8,TLK1,-0.10321
MEFV,NDUFC2,0.10432
MEFV,TRIM56,0.1472
MEFV,YEATS4,0.12088
MFSD11,MTMR12,-0.04278
MFSD11,SLC35E3,0.17775
MGC12760,WDR74,0.26854
MGC16703,MSH3,0.12504
MGC16703,PDCD7,0.28637
MINK1,ZNF786,-0.19778
MSH3,PDCD7,0.18116
MSH3,RN7SL1,0.29461
MT1G,OCIAD1,0.07744
MT1G,PGA3,0.19759
MT1G,RAG1AP1,-0.11467
MT1G,SGK3,-0.13871
MT1G,SLAMF7,-0.15896
MT1G,TMBIM4,0.19776
MT1G,ZNF701,0.19618
MT1G,ZNF777,-0.15583
MTMR12,PHAX,-0.11032
MTMR12,SPC24,-0.19934
MTPAP,SNRNP48,0.13257
MTPAP,UTP20,0.16297
NBPF8,OCIAD1,0.08249
NBPF8,PCDHB9,0.11764
NBPF8,PION,0.09147
NBPF8,PTPLAD2,0.19443
NBPF8,SORL1,-0.10904
NCAPD2,NLRP3,0.23719
NCAPD2,SMAP1,0.21525
NCAPD2,SNX15,0.09778
NCAPD2,SRGAP1,-0.12308
NCAPD2,TPM4,0.098
NDUFC2,NDUFV3,0.09451
NDUFV3,OCIAD1,-0.12778
NDUFV3,PCDHB9,0.0913
NDUFV3,PDE4C,0.06227
NDUFV3,PLEKHB2,-0.12452
NDUFV3,PRIM2,0.18151
NFIL3,NLRP3,0.15004
NFIL3,TBC1D15,0.07825
NLRP3,NOD1,-0.20183
NLRP3,POLR3A,-0.12751
NOD1,PHF1,0.17227
NOD1,PHRF1,0.1422
NOD1,SMCR5,0.13136
NOD1,TNK2,0.20082
NUP107,PION,0.21964
NUP107,PRIM2,-0.07605
NUP107,SMC4,0.06887
NUP107,TPM4,-0.09005
NUP107,UBE2E2,0.09334
OCIAD1,PCDHB9,0.13409
OCIAD1,PDCD7,-6e-05
OCIAD1,PDE4C,0.15154
OCIAD1,SORL1,0.07685
OSCAR,RELB,0.1274
OSCAR,SORL1,0.08975
OSCAR,ZYX,0.15266
PACRGL,PRPF8,-0.10245
PACRGL,SNORD3D,0.05332
PCDHB9,PGA3,-0.09113
PCDHB9,PHAX,0.07686
PCDHB9,PLA2G2D,0.27246
PCDHB9,RN7SL1,-0.07053
PCDHB9,SLAMF6,-0.06441
PCDHB9,SMCR5,0.1722
PCYOX1,PLEKHB2,0.19861
PCYOX1,SLAMF7,-0.16156
PCYOX1,TBC1D15,0.15611
PDCD7,PLEKHB2,0.07828
PDCD7,RN7SL1,0.17419
PDCD7,RRP7B,0.16322
PDE4C,PION,0.11794
PDE4C,PIP5K2B,0.04432
PGA3,SNX17,0.107
PGA3,SPINT3,0.13847
PHAX,RASSF6,0.20736
PHAX,RRP7B,-0.06638
PHAX,TNFSF15,0.21101
PHF1,PRPF8,0.10716
PHF1,RELB,0.18847
PHF1,SLC3A2,0.13715
PHF1,SMC4,0.13866
PHF1,SRGAP1,-0.16969
PHF1,UBE2E2,-0.11117
PHLDB3,TAF11,-0.1072
PHLDB3,ZNF777,0.15405
PHRF1,PRPF8,0.12983
PHRF1,SLC3A2,0.12075
PHRF1,TBC1D15,-0.09944
PHRF1,VHL,0.13943
PHRF1,ZNF777,0.08346
PION,PNPT1,0.11036
PION,PRO1853,-0.09729
PION,SMC4,0.13993
PION,SPC24,-0.15023
PION,TBC1D9,0.1499
PIP5K2B,PLA2G2D,0.2198
PIP5K2B,PLIN5,0.29585
PIP5K2B,PPA2,0.2875
PLA2G2D,PLXNA4,0.08903
PLEKHB2,PLIN5,0.14314
PLEKHB2,PPA2,-0.10144
PLEKHB2,QRFPR,0.2214
PLEKHB2,SLC47A1,0.09196
PLXNA4,PNPT1,0.10709
PNPT1,POFUT1,0.12572
PNPT1,PPA2,0.28844
POFUT1,POLR3A,0.03375
POFUT1,PPA2,0.18336
POFUT1,PPM1K,0.18375
POFUT1,QRFPR,0.15074
POLR3A,RINL,0.14724
PPA2,PTPLAD2,0.22223
PPA2,RN7SL1,0.05712
PPA2,STAG3L3,0.21623
PPFIBP1,PPID,0.197
PPFIBP1,TMEM159,0.24134
PPID,PPIL3,0.114
PPID,PRIM2,0.10699
PPID,SLC35E3,-0.0909
PPIL3,TAF11,0.19154
PPIL3,TPM3,0.22466
PPM1K,PRO1853,0.23909
PPM1K,QRFPR,0.11155
PRIM2,PTPLAD2,0.11512
PRIM2,QRFPR,0.0343
PRIM2,RAB3IP,-0.07407
PRIM2,SC4MOL,0.08386
PRIM2,SLC30A6,0.11218
PRIM2,SNHG10,0.28596
PRIM2,ZNF266,0.38418
PRO1853,PTPLAD2,0.08883
PRO1853,RHBDL2,0.29662
PRPF8,SLC35E3,0.08821
PRPF8,THRA,0.15547
PRPF8,TPM4,-0.16583
PTPLAD2,RHBDL2,0.14101
PTPLAD2,SEMA3E,-0.11478
PTPLAD2,SLC4A5,0.1
PTPLAD2,STAG3L3,-0.16882
PTPLAD2,VPS41,0.32521
QRFPR,RAB27A,0.0403
QRFPR,RHBDL2,0.12104
QRFPR,RSU1,0.02947
QRFPR,SEMA3E,0.04813
QRFPR,SLC4A5,-0.05981
QRFPR,ZNF69,0.43226
RAB27A,SEMA3E,0.12543
RAB27A,TBC1D15,0.12527
RAB27A,ZYX,0.13896
RAB3IP,ZYX,-0.12986
RAG1AP1,SEMA3E,0.09438
RASSF6,ZNF131,-0.1841
RELB,SGK3,-0.13468
RELB,TMBIM4,-0.17581
RELB,YRDC,-0.10719
RELB,ZHX2,0.18833
RELB,ZNF131,-0.13095
RELB,ZNF845,0.20153
RHBDL2,RPL7L1,0.09931
RHBDL2,SMCR5,0.25039
RINL,SC4MOL,-0.13545
RN7SL1,RPL7L1,0.1457
RN7SL1,RRP7B,0.14811
RPL7L1,SLC4A5,0.19453
RPL7L1,ZNF652,0.16037
RRP7B,SC4MOL,-0.08646
RRP7B,VHL,0.12039
RSU1,TAF11,0.14019
RSU1,TMEM159,-0.10015
SEMA3E,SNHG10,0.07179
SEMA3E,SNORD114-7,-0.072
SEMA3E,TDRD1,0.26595
SEMA3E,TNFSF15,0.32294
SEMA3E,USP49,-0.08781
SEMA3E,XRCC2,0.27105
SGK3,SLC35E3,0.11002
SGK3,TAF13,0.23619
SGK3,TNFSF14,0.11237
SGK3,TPM4,0.18357
SGK3,UBE2E2,0.15181
SLAMF6,TBC1D15,0.11953
SLAMF7,SORL1,-0.1687
SLAMF7,SPC24,0.15064
SLAMF7,TBC1D9,0.09253
SLAMF7,TNFRSF10B,-0.10466
SLAMF7,ZNF131,0.12993
SLAMF7,ZYX,-0.16678
SLC30A6,SNX15,0.23356
SLC30A6,TBCCD1,0.22933
SLC35E3,SNX17,-0.07935
SLC35E3,TBC1D15,0.26802
SLC35E3,TBC1D9,0.15391
SLC3A2,SNX17,0.07978
SLC3A2,SORL1,0.07234
SLC3A2,TMBIM4,0.10976
SLC3A2,WNT5A,0.20392
SLC47A1,YRDC,-0.11901
SLC4A5,SMCR5,0.22162
SLC4A5,SPC24,4e-05
SLC4A5,TLK1,-0.10776
SLC4A5,TNFSF14,0.00027
SMAP1,STK24,0.17195
SMAP1,TNFSF14,-0.14383
SMC4,SNX17,-0.08084
SMC4,TBC1D15,0.23523
SMC4,TLK1,0.12478
SMCR5,SPINT3,0.14978
SMCR5,TLK1,0.12839
SMCR5,ZNF669,0.1862
SNHG10,SNORD3D,0.03091
SNHG10,SNRNP48,0.20282
SNHG10,STAG3L3,-0.14115
SNHG10,TMEM159,0.09756
SNHG10,TP53BP2,0.16915
SNORD114-7,ZNF131,0.22116
SNORD3A,SNORD3C,0.75541
SNORD3A,SNORD3D,0.59771
SNORD3C,SPTLC1,-0.15253
SNORD3C,STK24,-0.05426
SNORD3C,TAF13,0.05615
SNORD3D,SPTLC1,0.17441
SNRNP48,SPTLC1,-0.04175
SNRNP48,TPM3,0.0571
SNRNP48,TRIM34,0.26751
SNRNP48,ZNF266,0.3017
SNX15,VHL,-0.13959
SNX17,SPC24,-0.14324
SNX17,TAF13,-0.10406
SNX17,TBC1D9,-0.09242
SNX17,TIPRL,-0.14908
SNX17,TPM4,-0.17755
SNX17,UBE2E2,0.26591
SNX17,ZYX,0.22412
SORL1,SPINK1,-0.11191
SORL1,UBE2E2,-0.15506
SORL1,WNT5A,0.17733
SORL1,YEATS4,-0.10227
SPC24,TNFRSF10B,0.13892
SPINT3,THRA,-0.15447
SPTLC1,TDRD1,0.15582
SPTLC1,TMEM106A,0.11404
SPTLC1,TMEM17,0.16726
SPTLC1,USP49,0.59605
STAG3L3,TNK2,0.18724
STAG3L3,VHL,0.07663
STAG3L3,ZNF786,0.14307
STK24,TBC1D15,0.14487
STK24,TMBIM4,0.12831
SULT1A1,ZNF786,0.3387
TAF11,ZNF777,-0.15316
TAF13,TPM3,0.10341
TAF13,TPM4,0.3405
TBC1D15,TBCCD1,-0.08253
TBC1D15,TMBIM4,0.14845
TBC1D15,ZNF701,0.17678
TBC1D15,ZNF777,-0.18375
TBC1D9,TNFSF14,-0.15442
TBC1D9,USP49,0.15261
TBC1D9,YEATS4,0.07375
TBCCD1,TMEM159,0.23752
TIPRL,ZNF557,0.14089
TLK1,TMEM106A,-0.11056
TLK1,YEATS4,0.18029
TMEM106A,TRIM56,0.19427
TMEM106A,UBE2E2,-0.16551
TMEM106A,YEATS4,-0.18477
TMEM106A,YRDC,0.21344
TMEM128,TMEM159,0.07329
TMEM159,TMEM17,-0.17486
TMEM159,TNFSF14,0.10438
TMEM159,TPM4,-0.21028
TMEM159,TRIM16L,0.09022
TMEM159,USP49,0.08632
TMEM17,TNFRSF10B,-0.14447
TMEM17,XRCC2,0.34427
TNFRSF10B,VPS41,0.14964
TNFSF14,VHL,0.21035
TNFSF14,VPS41,0.02851
TNFSF14,ZNF738,0.27264
TNFSF15,TP53BP2,-0.07394
TNFSF15,ZNF738,-0.07662
TNK2,TRIM56,0.10288
TNK2,ZNF430,0.12387
TNK2,ZYX,0.06815
TP53BP2,TRIM16L,0.26403
TP53BP2,YEATS4,0.09069
TPM3,TRIM16L,0.30023
TPM4,VHL,0.09604
TPM4,ZYX,0.1249
TRIM16L,TRIM34,0.06433
TRIM16L,XRCC2,-0.10591
TRIM16L,ZNF266,0.43018
TRIM34,YRDC,-0.08119
TTC21B,USP49,-0.07593
TTC21B,ZNF43,0.1353
TTC21B,ZNF763,-0.18939
UBE2E2,USP49,-0.01863
UBE2E2,UTP20,0.14919
USP49,VPS41,0.07917
USP49,WDR74,0.13096
USP49,ZNF738,0.27083
VPS41,WDR74,0.07849
VPS41,XRCC2,0.14494
VPS41,ZMAT3,-0.08417
VPS41,ZNF430,0.13034
WDR74,ZNF557,0.15633
XRCC2,YRDC,0.04825
XRCC2,ZNF14,0.16985
XRCC2,ZNF266,0.12143
XRCC2,ZNF483,0.21617
YEATS4,ZNF131,0.12688
YRDC,ZNF14,0.16886
ZC3HAV1L,ZNF557,0.09368
ZMAT3,ZNF394,0.3617
ZMAT3,ZNF430,-0.09811
ZMAT3,ZNF557,-0.15823
ZNF14,ZNF394,0.20656
ZNF14,ZNF557,0.17947
ZNF266,ZNF394,-0.05516
ZNF394,ZNF430,0.2109
ZNF394,ZNF69,0.19922
ZNF394,ZNF786,-0.10282
ZNF430,ZNF652,0.09797
ZNF430,ZNF738,0.15787
ZNF430,ZNF786,0.09139
ZNF483,ZNF557,0.0788
ZNF483,ZNF669,0.15108
ZNF483,ZNF69,0.17128
ZNF557,ZNF682,0.29601
ZNF652,ZNF682,0.25942
ZNF652,ZNF845,0.1253
ZNF669,ZNF786,0.17571
ZNF682,ZNF69,0.25594
ZNF69,ZNF738,0.0885
ZNF701,ZNF845,0.24085
ZNF763,ZNF845,0.17121
ZNF777,ZNF845,0.11368
