Gene1,Gene2,PartialCor
GSR,GSTTP2,0.09567
GSR,GTF2IRD2B,0.19582
GSR,KLHL28,0.04582
GSR,PCYOX1,-0.2023
GSR,RINL,-0.14614
GSTTP2,HNRNPU,0.16477
GSTTP2,RHBDL2,0.4304
GTF2IRD2B,HIST1H2BD,-0.1633
GTF2IRD2B,IL18,-0.0931
GTF2IRD2B,SLAMF6,-0.12645
H6PD,HNRNPU,0.06869
H6PD,LOC100132540,0.22201
H6PD,PODXL,0.23151
HCG2P7,HIATL2,0.2269
HCG2P7,HSPC268,0.19661
HCG2P7,ITIH5,-0.24933
HCG2P7,KIAA0101,0.41059
HCG2P7,LOC202781,-0.08863
HCG2P7,MINK1,0.16992
HFE,KCNMB4,0.31225
HFE,RELB,0.11175
HFE,TBCCD1,-0.09375
HIATL2,HNRNPU,0.21683
HIATL2,HSD17B7,0.2895
HIATL2,MINK1,-0.09779
HIST1H2BD,KIR2DL3,0.08962
HIST1H2BD,LOC727773,-0.11875
HIST1H2BD,NUP107,-0.15209
HIST1H2BD,RAB3IP,0.17555
HNRNPU,HSBP1,-0.04835
HNRNPU,HSPC268,0.14916
HNRNPU,KIAA0101,-0.13227
HNRNPU,ZNF483,0.32823
HNRPR,MEFV,-0.08836
HNRPR,NBPF8,0.13397
HNRPR,NFIL3,-0.12853
HNRPR,RAG1AP1,-0.15622
HNRPR,SGK3,0.35611
HNRPR,SMAP1,-0.1409
HNRPR,SNX15,-0.09117
HNRPR,TAF13,0.1521
HNRPR,TMBIM4,0.10443
HNRPR,TPM4,0.14844
HNRPR,VHL,0.12882
HNRPR,WDR48,0.12667
HSBP1,IER3,0.11066
HSBP1,LOC100130229,0.11233
HSBP1,PDCD7,0.0659
HSBP1,POLR3A,0.19113
HSBP1,STK24,-0.06135
HSBP1,UBE2E2,-0.00028
HSBP1,ZNF845,0.09576
HSD17B7,HSPC268,0.04471
HSD17B7,LOC100130053,0.21853
HSPC268,ICMT,-0.06704
HSPC268,KCNH6,0.07226
HSPC268,LMOD3,0.26165
HSPC268,LOC100130835,0.15884
ICA1,IL10,0.12936
ICA1,IL18,0.21304
ICA1,LOC100128460,0.14455
ICA1,SLC4A5,0.343
ICMT,LOC728457,-0.12812
ICMT,TRIM56,-0.15528
IER3,IFT88,0.19086
IER3,KLHL8,-0.13477
IER3,LOC100130229,0.1281
IER3,LOC401357,0.2051
IFT88,IMPDH1,-0.08947
IL10,IL18,0.05936
IL10,LOC100130835,0.17046
IL10,LOC100134229,0.09821
IL10,RAG1AP1,-0.16333
IL10,SPC24,0.21619
IL10,UBE2E2,-0.10326
IL12RB1,IL32,0.12387
IL12RB1,KIR2DL3,-0.20182
IL12RB1,MEFV,0.19444
IL12RB1,MFSD11,-0.18012
IL12RB1,PRPF8,-0.07836
IL12RB1,SLAMF6,0.15641
IL18,JARID2,-0.14311
IL18,KIAA1751,0.10235
IL18,LOC100130053,0.16661
IL18,LOC100130835,-0.17264
IL32,LEF1,0.20863
IL32,SLAMF7,0.13927
IL32,USP49,-0.10149
IMPACT,SRGAP1,-0.18517
IMPACT,TPM3,0.19216
IMPDH1,JARID2,-0.19505
IMPDH1,KCNMB4,0.15632
IMPDH1,LGALS3,-0.08354
IMPDH1,MAFF,-0.2178
IMPDH1,NBPF8,-0.06687
IMPDH1,PHRF1,0.13849
IMPDH1,RAB3IP,0.06713
IMPDH1,SNX17,0.12669
IMPDH1,SORL1,0.21893
IMPDH1,SULT1A1,0.13556
IMPDH1,YEATS4,-0.18545
ISG20L2,KLHL8,0.13882
ISG20L2,LOC100130229,0.17521
ISG20L2,LYRM7,0.1992
ISG20L2,PLEKHB2,0.14033
ISG20L2,SGK3,0.13049
ISG20L2,ZNF777,-0.13725
ITIH5,KCNH6,0.08404
ITIH5,KILLIN,0.04824
ITIH5,MSH3,0.09011
ITIH5,RN7SL1,0.12157
ITK,LEF1,0.81756
ITK,LOC284821,0.05071
ITK,UBE2E2,-0.07849
JARID2,KIR2DL3,0.19292
JARID2,PHRF1,0.15531
JARID2,STK24,0.27654
JARID2,TBC1D9,-0.10623
JARID2,TNFSF14,0.18612
KCNH6,KIAA0101,0.11672
KCNH6,KIAA1751,0.34506
KCNH6,LGALS3,-0.20641
KCNMB4,LYRM7,0.09788
KCNMB4,MT1G,-0.187
KCNMB4,PGA3,0.18108
KIAA0101,KLHL8,0.09696
KIAA0101,LILRB3,0.22474
KIAA0101,LOC730313,-0.07485
KIAA0101,MGC16703,0.14205
KIAA0101,PDCD7,0.03502
KIAA0101,RN7SL1,0.16202
KIAA1751,KLHL28,0.20164
KIAA1751,LGALS3,0.22096
KIAA1751,LOC100128098,0.31615
KIAA1751,LYZ,0.09185
KILLIN,LGMN,0.08812
KILLIN,LMOD3,-0.07332
KILLIN,LOC100128460,0.06823
KILLIN,LOC100132620,0.06657
KILLIN,LOC100132727,0.12135
KILLIN,LOC399900,-0.15691
KILLIN,LOC641522,0.34813
KLHL28,LOC100128288,0.17881
KLHL28,LOC100130835,0.17416
KLHL28,LYZ,-0.12946
KLHL28,MCF2L2,0.08461
KLHL8,LGALS3,-0.09581
KLHL8,NCAPD2,0.18427
KLHL8,PCYOX1,0.1263
KLHL8,TPM4,-0.12213
LEF1,SLAMF6,0.14867
LEMD3,SMC4,0.23024
LGALS3,LOC100128098,0.17056
LGALS3,LOC100130229,-0.04834
LGALS3,LOC643882,0.11525
LGALS3,LOC729603,-0.20103
LGALS3,LOC730313,0.14222
LGALS3,LRAP,-0.10476
LGALS3,NLRP3,-0.12783
LGALS3,PTPLAD2,0.0828
LGALS3,STAG3L3,-0.15116
LGALS3,YEATS4,0.08238
LGMN,LOC100132620,0.15112
LGMN,LOC100132870,0.22774
LILRB3,LOC100128098,0.03145
LIN52,MAFF,-0.08892
LIN52,RASSF6,0.2404
LIN52,SC4MOL,0.08701
LMOD3,LOC100128098,0.29441
LMOD3,LOC100128126,0.28572
LMOD3,LOC100130229,0.19047
LMOD3,LOC729603,0.19506
LOC100128086,LYRM7,0.13208
LOC100128086,MFSD11,0.12225
LOC100128086,RELB,0.10945
LOC100128086,STK24,-0.18754
LOC100128086,TMBIM4,0.16719
LOC100128098,LOC100129211,0.37359
LOC100128098,LYZ,0.03681
LOC100128126,LOC100128288,0.06544
LOC100128126,PHAX,0.32526
LOC100128288,LOC100129211,0.16254
LOC100128288,LOC100129269,0.32636
LOC100128460,LOC100129211,0.08733
LOC100128460,LOC100131452,0.1762
LOC100128460,LOC401357,0.11899
LOC100128460,SRGAP1,0.10954
LOC100129211,LOC100129269,0.15053
LOC100129211,LOC100132585,0.39506
LOC100129269,LOC100130835,0.26312
LOC100130053,LOC100132727,0.34458
LOC100130053,LOC728903,-0.07769
LOC100130053,ZNF786,0.36384
LOC100130229,LOC644852,0.15503
LOC100130229,NBPF8,-0.2014
LOC100130229,SLAMF6,-0.14353
LOC100130276,LOC100131452,0.04536
LOC100130276,LOC100132585,0.17992
LOC100130276,LOC401357,-0.09257
LOC100130835,LOC100132391,0.11738
LOC100130835,LOC440157,-0.09534
LOC100130835,SEMA3E,0.22168
LOC100131452,RASSF6,0.20206
LOC100132391,LOC100132585,0.04662
LOC100132391,LOC284821,-0.06217
LOC100132391,LOC730313,0.48228
LOC100132540,LOC100132620,0.2591
LOC100132540,SNRNP48,0.19987
LOC100132585,LOC100132727,0.05538
LOC100132585,LOC100134868,0.17942
LOC100132585,LOC728903,0.3495
LOC100132620,LOC100190938,-0.09472
LOC100132620,LOC727773,0.235
LOC100132620,MBOAT2,0.15273
LOC100132620,TPM3,0.27597
LOC100132727,LOC100134868,0.11962
LOC100132727,LOC202781,0.16468
LOC100134229,PHAX,-0.05549
LOC100134868,LOC202781,0.24241
LOC100134868,LOC729090,-0.10691
LOC100190938,LOC255167,0.39494
LOC100190938,LOC729090,0.17996
LOC123688,RASSF6,0.18053
LOC123688,ZNF483,0.24231
LOC202781,LOC255167,0.10946
LOC202781,LOC440157,0.06232
LOC202781,LOC642947,0.19745
LOC255167,LOC399900,0.14418
LOC255167,LOC641522,0.02363
LOC255167,LOC642947,0.06298
LOC255167,LOC644642,0.0806
LOC284821,RAB3IP,-0.14343
LOC284821,SMC4,-0.1463
LOC284821,STK24,-0.08873
LOC284821,TMBIM4,-0.26455
LOC284821,USP49,-0.08047
LOC399900,LOC441087,0.25476
LOC399900,LOC641522,0.04776
LOC399900,LRAP,0.37034
LOC401357,LOC643882,-0.1143
LOC401357,LOC728457,0.43731
LOC401357,NFIL3,0.18264
LOC401357,SLC3A2,0.08712
LOC440157,PCDHB9,0.20361
LOC440157,SMCR5,0.22034
LOC441087,LOC641522,-0.06904
LOC441087,LOC643509,0.13674
LOC441087,LOC728903,0.18946
LOC441087,LOC731789,-0.08376
LOC641522,LOC644019,0.21422
LOC641522,NDUFC2,0.25453
LOC641522,PPID,0.23523
LOC642947,LOC643509,0.28197
LOC642947,LOC729603,0.25655
LOC642947,MCM8,0.1887
LOC643509,LOC645895,0.33462
LOC643882,LOC644852,0.14134
LOC643882,LOC646996,0.15308
LOC644019,LOC645895,-0.11798
LOC644019,LOC653086,0.09957
LOC644019,LOC727773,0.17631
LOC644019,MCF2L2,0.37191
LOC644642,MEFV,0.10777
LOC644642,NCAPD2,-0.06876
LOC644642,PTPLAD2,0.14438
LOC644642,STAG3L3,-0.09407
LOC644642,TBC1D15,-0.27477
LOC644852,LOC646897,0.23799
LOC644852,LOC728105,0.29494
LOC645895,LOC729090,0.22458
LOC645895,LOC729439,0.15591
LOC646897,LYRM7,0.1579
LOC646897,PPIL3,0.14081
LOC646996,LOC653086,0.27318
LOC653086,LOC728105,0.07556
LOC653086,LOC728457,0.04258
LOC653086,LOC728903,0.21444
LOC653086,LOC90586,0.26425
LOC653086,LRRFIP1,-0.28964
LOC727773,LOC729090,-0.06046
LOC728054,RAB3IP,0.16646
LOC728054,RRP7B,-0.16071
LOC728105,LOC728903,0.07399
LOC728105,LOC731789,0.22475
LOC728105,MINK1,-0.13993
LOC728457,LOC729603,0.07516
LOC728457,NBPF8,0.1599
LOC728457,NOD1,0.10894
LOC728457,PCYOX1,-0.13782
LOC728457,PHRF1,0.20453
LOC728457,PION,0.18907
LOC728457,STAG3L3,0.18815
LOC728457,TNK2,0.01537
LOC728457,VHL,0.1399
LOC728903,LOC730313,0.22648
LOC728903,LRRFIP1,0.26014
LOC729090,LOC729439,-0.08273
LOC729090,LOC730313,0.18494
LOC729439,MGC16703,0.26309
LOC729439,MSH3,0.39422
LOC729439,MTMR12,0.05841
LOC729439,PIGW,-0.09536
LOC729603,LOC731789,0.05416
LOC729603,PRPF8,-0.09669
LOC730313,LOC90586,0.27331
LOC730313,LRAP,0.17846
LOC730313,MCM8,-0.05001
LOC731789,LOC90586,0.08065
LOC731789,MGC12760,0.29476
LOC731789,PCDHB9,0.16369
LOC731789,SMCR5,0.25303
LOC90586,MBD4,0.21902
LOC90586,MTMR12,-0.14403
LOC90586,OCIAD1,0.32457
LRAP,LRRFIP1,0.15412
LRAP,ZMAT3,0.46937
LRRFIP1,LYZ,-0.06303
LRRFIP1,MAFF,0.06307
LRRFIP1,MBD4,0.08773
LRRFIP1,YEATS4,0.10913
LYRM7,NBPF8,0.17439
LYRM7,NLRP3,-0.23064
LYRM7,PION,0.1785
LYZ,MAFF,-0.05739
LYZ,MBD4,0.10921
LYZ,SNRNP48,-0.18772
LYZ,YEATS4,0.10652
MAFF,PHAX,-1e-05
MAFF,PHF1,0.06092
MAFF,PLEKHB2,0.24688
MAFF,SEMA3E,0.18481
MAFF,TNFSF14,0.2487
MBD4,MBOAT2,0.14443
MBD4,MBTD1,0.06281
MBD4,MCF2L2,-0.17173
MBD4,MFSD11,0.38217
MBD4,NLRP3,-0.13486
MBD4,SMC4,0.11134
MBOAT2,PHAX,0.09886
MBOAT2,SPINT3,0.26427
MBOAT2,STAG3L3,0.11719
MBTD1,PHAX,0.1162
MBTD1,PPIL3,0.15733
MCF2L2,MEFV,0.05318
MCF2L2,NDUFC2,0.11159
MCF2L2,NDUFV3,0.12052
MCF2L2,PPFIBP1,0.36103
MCM8,MGC12760,0.05365
MCM8,MRP63,-0.09032
MCM8,NBPF8,0.08278
MCM8,PDE4C,0.52031
MCM8,PHAX,-0.0511
MCM8,TLK1,-0.08504
MEFV,STK24,0.16393
MEFV,TRIM56,0.1811
MEFV,ZNF845,0.14413
MFSD11,MTMR12,-0.14322
MFSD11,YEATS4,0.09093
MGC12760,SPC24,0.14953
MGC16703,MSH3,0.09249
MGC16703,PDCD7,0.22911
MINK1,MTMR12,-0.13511
MINK1,WDR74,-0.15363
MRP63,NT5DC3,-0.25958
MSH3,PDCD7,0.04901
MSH3,RN7SL1,0.20846
MSH3,RRP7B,0.2224
MSH3,SNHG10,0.06891
MT1G,PHAX,0.08276
MT1G,SNORD3A,0.14503
MTPAP,TTC21B,0.19475
NBPF8,OCIAD1,0.12579
NBPF8,PTPLAD2,0.17576
NBPF8,SNX17,-0.20937
NCAPD2,NLRP3,0.25143
NDUFC2,TNFRSF10B,0.23703
NDUFV3,OCIAD1,-0.05476
NDUFV3,PDCD7,-0.08668
NDUFV3,PDE4C,0.08908
NDUFV3,PLEKHB2,-0.05606
NDUFV3,PRIM2,0.16366
NFIL3,SC4MOL,0.07891
NFIL3,SSSCA1,-0.1936
NFIL3,STAG3L3,-0.12134
NFIL3,TBC1D9,0.19397
NFIL3,WNT5A,0.14944
NLRP3,PCYOX1,-0.11865
NLRP3,SC4MOL,0.1445
NLRP3,SNORD3D,-0.0742
NLRP3,VPS41,-0.06321
NOD1,TNK2,0.24156
NT5DC3,SC4MOL,0.09981
NT5DC3,TDRD1,-0.10335
NT5DC3,ZNF701,-0.13823
NUP107,PION,0.312
NUP107,SMC4,0.14497
NUP107,TPM4,-0.17783
NUP107,UBE2E2,0.08232
NUP107,ZNF763,0.19668
OCIAD1,PACRGL,0.04678
OCIAD1,PCDHB9,0.19242
OCIAD1,PDCD7,0.06917
OCIAD1,PDE4C,0.15879
OCIAD1,PIP5K2B,0.17267
OSCAR,PHRF1,0.1601
OSCAR,RELB,0.1527
OSCAR,SLC35E3,-0.11805
OSCAR,ZNF845,0.10522
OSCAR,ZYX,0.05326
PACRGL,PLXNA4,0.15041
PCDHB9,PLA2G2D,0.12232
PCYOX1,PLEKHB2,0.15682
PCYOX1,SORL1,0.18463
PDCD7,RN7SL1,0.19983
PDE4C,PION,0.07619
PDE4C,PIP5K2B,0.08642
PGA3,PTPLAD2,0.10714
PGA3,SLAMF7,-0.17538
PGA3,ZYX,0.14538
PHAX,PPM1K,0.20778
PHAX,RASSF6,0.15115
PHAX,TNFSF15,0.16574
PHF1,PNPT1,-0.14549
PHF1,RAB3IP,0.28996
PHF1,RELB,0.42446
PHF1,SLAMF6,-0.10492
PHF1,TRIM56,0.23858
PHF1,UBE2E2,-0.13987
PHRF1,SLC3A2,0.12721
PHRF1,TRIM56,0.12333
PHRF1,VHL,0.10456
PHRF1,ZNF765,-0.10531
PHRF1,ZNF777,2e-05
PION,SSSCA1,-0.10678
PIP5K2B,PLIN5,0.13821
PIP5K2B,PNPT1,0.05831
PIP5K2B,PPA2,0.3575
PIP5K2B,SNX17,0.11784
PLA2G2D,PLXNA4,0.26249
PLA2G2D,PPA2,0.26757
PLA2G2D,STAG3L3,0.13141
PLEKHB2,PLIN5,0.03331
PLEKHB2,POLR3A,0.11922
PLEKHB2,PPA2,-0.03448
PLEKHB2,QRFPR,0.2186
PLEKHB2,SLC3A2,0.11753
PLEKHB2,SLC47A1,0.06585
PLEKHB2,SMC4,-0.1588
PLEKHB2,SMCR5,-0.10081
PLEKHB2,SPINK1,0.14658
PLIN5,POFUT1,0.1203
PLIN5,PRO1853,0.20551
PLIN5,STK24,-0.09168
PNPT1,POFUT1,0.08716
PNPT1,PPM1K,0.21407
PNPT1,PTPLAD2,0.14098
PNPT1,RAB27A,-0.15312
PNPT1,SLC3A2,-0.14959
PNPT1,TNK2,0.11405
PNPT1,TRIM56,0.18507
POFUT1,PPA2,0.15606
POFUT1,QRFPR,0.16593
PPA2,PTPLAD2,0.09053
PPA2,RPL7L1,0.37365
PPA2,TRIM56,-0.07814
PPA2,ZNF652,0.1585
PPFIBP1,PPID,0.01224
PPFIBP1,PRIM2,0.15169
PPID,PRIM2,0.10392
PPID,SC4MOL,0.10687
PPID,SLC35E3,-0.04735
PPID,SNRNP48,-0.08048
PPID,SNX15,0.2731
PPID,TMEM159,0.20662
PPIL3,PRIM2,0.17428
PPIL3,UTP20,0.17626
PPIL3,ZNF430,-0.09928
PPM1K,PRPF8,-0.14989
PPM1K,QRFPR,0.13849
PRIM2,PTPLAD2,0.0845
PRIM2,RRP7B,-0.0595
PRIM2,SEMA3E,0.06735
PRIM2,SLC30A6,0.11189
PRIM2,SNHG10,0.46035
PRIM2,ZNF266,0.28473
PRO1853,RHBDL2,0.32046
PRO1853,SLC3A2,0.07782
PRO1853,WDR74,0.34977
PRPF8,RN7SL1,0.16099
PRPF8,SLAMF7,-0.1073
PRPF8,TNK2,-0.10324
PRPF8,TPM4,-0.23811
PTPLAD2,RHBDL2,0.0448
PTPLAD2,SPTLC1,0.13221
PTPLAD2,STAG3L3,-0.12623
PTPLAD2,VPS41,0.18654
QRFPR,RAB27A,0.09004
QRFPR,RAG1AP1,0.16335
QRFPR,RHBDL2,0.09831
QRFPR,ZNF69,0.35862
RAB27A,RAB3IP,0.1346
RAB27A,SEMA3E,0.23756
RAB27A,SLAMF7,-0.12526
RAB27A,SMCR5,-0.05653
RAB27A,TDRD1,0.16072
RAB3IP,RELB,-0.21463
RAB3IP,SLAMF6,-0.12505
RAB3IP,SPC24,0.12523
RAB3IP,TBC1D9,0.09605
RAB3IP,TNK2,0.1515
RAG1AP1,SC4MOL,0.12126
RELB,TMBIM4,-0.10846
RELB,ZHX2,0.20773
RELB,ZNF765,0.08505
RHBDL2,RPL7L1,0.11385
RHBDL2,SLC47A1,-0.10963
RHBDL2,SMCR5,0.17904
RINL,SC4MOL,-0.09388
RINL,VHL,0.14323
RN7SL1,RPL7L1,0.10585
RN7SL1,RRP7B,0.13805
RN7SL1,TNK2,0.1116
RPL7L1,RRP7B,-0.0633
RPL7L1,SLC4A5,0.26053
RPL7L1,TLK1,-0.11766
RRP7B,SLC47A1,0.08721
RRP7B,SNRNP48,-0.09834
RRP7B,TRIM34,-0.13109
RRP7B,ZC3HAV1L,0.04818
RSU1,SEMA3E,0.07454
RSU1,SLC4A5,-0.09951
SC4MOL,TNK2,-0.16418
SC4MOL,YEATS4,-0.14417
SEMA3E,SNORD114-7,-0.03589
SEMA3E,TDRD1,0.1581
SEMA3E,TNFSF15,0.11146
SEMA3E,XRCC2,0.12152
SGK3,SLAMF6,0.11712
SGK3,SLC35E3,0.07835
SGK3,STK24,-0.13458
SGK3,TPM4,0.05725
SLAMF6,TPM3,-0.09423
SLAMF7,SLC35E3,0.11555
SLAMF7,TBC1D9,0.2196
SLC30A6,TBCCD1,0.22038
SLC35E3,SNX17,-0.0015
SLC35E3,TBC1D15,0.20399
SLC35E3,TBC1D9,0.21586
SLC3A2,SORL1,-0.18718
SLC3A2,WNT5A,0.12748
SLC3A2,ZNF652,0.14881
SLC3A2,ZYX,0.10888
SLC47A1,SNORD3C,0.05451
SLC4A5,SMCR5,0.17351
SLC4A5,SPC24,0.12614
SLC4A5,TBCCD1,0.07714
SLC4A5,TNFSF14,0.07389
SLC4A5,ZNF701,-0.14679
SMAP1,STK24,0.13578
SMAP1,TNFSF14,-0.11245
SMC4,SNX17,-0.0794
SMC4,TBC1D15,0.14007
SMC4,TLK1,0.22813
SMC4,TNFRSF10B,0.1615
SMC4,VHL,0.16162
SMCR5,STAG3L3,0.0967
SMCR5,SULT1A1,0.15641
SMCR5,TLK1,0.15623
SMCR5,ZNF669,0.30216
SNHG10,SNRNP48,0.12492
SNHG10,STAG3L3,-0.08815
SNHG10,TAF11,0.08968
SNHG10,TMEM159,0.09623
SNHG10,TP53BP2,0.21748
SNORD114-7,SNX15,0.16985
SNORD114-7,ZNF131,0.13293
SNORD3A,SNORD3C,0.64884
SNORD3A,SNORD3D,0.63873
SNORD3A,ZNF701,-0.05093
SNORD3C,SPTLC1,-0.06744
SNORD3D,SPC24,0.09826
SNORD3D,TBC1D9,0.06948
SNRNP48,SPTLC1,-0.12424
SNRNP48,TPM3,0.20017
SNRNP48,TRIM34,0.26913
SNRNP48,XRCC2,0.04035
SNRNP48,ZNF266,0.36737
SNX17,TBC1D9,-3e-05
SNX17,UBE2E2,0.10688
SNX17,ZNF777,0.14484
SNX17,ZYX,0.18255
SORL1,SPC24,-0.12827
SORL1,SPINK1,-0.17517
SORL1,SPTLC1,-0.08941
SORL1,TNFRSF10B,0.09923
SORL1,TPM4,-0.11323
SPTLC1,SULT1A1,0.07699
SPTLC1,TDRD1,0.11525
SPTLC1,TMEM106A,0.12882
SPTLC1,USP49,0.62553
SRGAP1,TPM4,0.12859
STAG3L3,TNK2,0.15082
STAG3L3,TRIM34,0.11311
STAG3L3,VHL,0.10524
STAG3L3,ZNF738,-0.15121
STAG3L3,ZNF786,0.11725
STK24,TMBIM4,0.11707
STK24,TNFRSF10B,-0.18207
STK24,UBE2E2,-0.15852
SULT1A1,TMEM17,0.06368
SULT1A1,ZNF430,0.34561
TAF11,TLK1,0.15156
TAF13,TPM4,0.25395
TBC1D15,ZNF701,0.09014
TBC1D9,TNFRSF10B,0.08974
TBC1D9,TNFSF14,-0.04432
TBC1D9,TNK2,-0.16199
TBC1D9,YEATS4,0.15926
TBC1D9,ZYX,-0.2488
TDRD1,TLK1,0.11713
TDRD1,TNFSF15,0.17096
TDRD1,TPM3,0.08823
TDRD1,ZNF131,-0.16498
TIPRL,YEATS4,0.17874
TLK1,TMEM159,-0.12363
TLK1,TNFRSF10B,-0.13102
TLK1,TNK2,-0.11865
TLK1,TP53BP2,0.13146
TLK1,YEATS4,0.17439
TMBIM4,TMEM159,-0.1119
TMBIM4,TNFSF14,-0.09368
TMBIM4,ZNF652,-0.14975
TMBIM4,ZNF777,-0.19881
TMEM106A,TRIM56,0.12018
TMEM106A,YEATS4,-0.15964
TMEM128,TMEM159,0.11755
TMEM159,TMEM17,-0.07341
TMEM159,TNFSF14,0.08462
TMEM159,TRIM16L,0.13921
TMEM159,USP49,0.06966
TMEM159,ZC3HAV1L,0.34098
TMEM17,TNFRSF10B,-0.11143
TMEM17,TNFSF14,-0.10424
TMEM17,XRCC2,0.29923
TMEM17,ZNF394,0.27394
TNFRSF10B,ZNF430,0.08291
TNFRSF10B,ZNF763,0.11643
TNFSF14,VPS41,0.08545
TNFSF14,YRDC,0.15847
TNFSF14,ZNF763,-0.06942
TNFSF15,XRCC2,0.07295
TNK2,TPM4,-0.09804
TNK2,TRIM56,0.22355
TNK2,USP49,-0.11274
TNK2,YRDC,-0.06292
TP53BP2,TPM4,-0.08239
TP53BP2,TRIM16L,0.21155
TP53BP2,YEATS4,0.06268
TPM3,TRIM16L,0.05234
TPM4,VHL,0.12167
TRIM16L,TRIM34,0.22622
TRIM16L,ZNF266,0.44214
TRIM34,TTC21B,0.18773
TTC21B,USP49,-0.05785
UBE2E2,USP49,-0.11668
USP49,VPS41,0.11309
USP49,ZNF738,0.15415
VHL,ZNF765,-0.12377
VPS41,WDR74,0.15595
VPS41,ZMAT3,-0.20858
VPS41,ZNF14,0.13051
VPS41,ZNF430,0.11388
VPS41,ZNF557,0.33965
XRCC2,YEATS4,0.11349
XRCC2,YRDC,0.29762
XRCC2,ZNF483,0.25243
YEATS4,ZNF131,0.15992
YEATS4,ZNF738,0.09421
YRDC,ZNF14,0.25699
YRDC,ZNF845,-0.21918
ZC3HAV1L,ZMAT3,0.04605
ZMAT3,ZNF131,-0.11543
ZMAT3,ZNF394,0.31017
ZNF131,ZNF763,-0.07372
ZNF14,ZNF394,0.18009
ZNF14,ZNF682,0.31949
ZNF266,ZNF43,0.07844
ZNF266,ZNF765,0.09903
ZNF394,ZNF69,0.29225
ZNF394,ZNF786,-0.1175
ZNF430,ZNF652,-0.0136
ZNF430,ZNF786,0.20033
ZNF483,ZNF557,0.12529
ZNF483,ZNF669,0.13487
ZNF483,ZNF69,0.23592
ZNF557,ZNF682,0.11344
ZNF652,ZNF682,0.18494
ZNF652,ZNF845,0.1635
ZNF669,ZNF786,0.14095
ZNF682,ZNF69,0.00064
ZNF69,ZNF738,0.14369
ZNF701,ZNF738,0.17787
ZNF701,ZNF845,0.21662
ZNF738,ZNF786,0.17839
ZNF763,ZNF845,0.11696
